N° auto;nom;adresse;complément;code INSEE;commune;région administrative;geo_ban;geo_insee;corrdonnees_finales
59031;MAGIC 1;RUE DU CHEMIN VERT;;93008;Bobigny;ILE-DE-FRANCE;48.90494, 2.447393;48.907688244, 2.43863982727;48.90494, 2.447393
57582;LOUIS DAQUIN 1;76 RUE VICTOR HUGO;;93007;Le Blanc-Mesnil;ILE-DE-FRANCE;48.941761, 2.457313;48.9395475536, 2.46112148528;48.941761, 2.457313
272392;LE CYRANO;114 AVENUE DE LA REPUBLIQUE;;91421;Montgeron;ILE-DE-FRANCE;48.703763, 2.46109;48.6951531801, 2.46249881778;48.703763, 2.46109
164112;LE KOSMOS;243TER AVENUE DE LA REPUBLIQUE;;94033;Fontenay-sous-Bois;ILE-DE-FRANCE;48.852329, 2.461111;48.8511046382, 2.47395409774;48.852329, 2.461111
128535;LA LUCARNE MJC;100 RUE JULIETTE SAVAR;;94028;Créteil;ILE-DE-FRANCE;48.777428, 2.466468;48.7837401836, 2.45463530415;48.777428, 2.466468
120293;ARCEL K;15 PLACE LEON CASSE;;91174;Corbeil-Essonnes;ILE-DE-FRANCE;48.603813, 2.469302;48.6034809251, 2.46934079002;48.603813, 2.469302
181553;THEATRE SARAH BERNHARDT;82 BD PAUL VAILLANT COUTURIER;;95280;Goussainville;ILE-DE-FRANCE;49.03242, 2.471796;49.024343017, 2.46619848866;49.03242, 2.471796
343750;UGC CINE CITE ROSNY 1;16 RUE CONRAD ADENAUER;CENTRE COMMERCIAL ROSNY 2;93064;Rosny-sous-Bois;ILE-DE-FRANCE;48.880702, 2.480345;48.8745763768, 2.4863404591;48.880702, 2.480345
62121;GERARD PHILIPE;2 RUE PABLO NERUDA;;94011;Bonneuil-sur-Marne;ILE-DE-FRANCE;48.774577, 2.486664;48.7733620104, 2.48799310463;48.774577, 2.486664
307692;CENTRE DES BORDS DE MARNE;2 RUE DE LA PRAIRIE;;94058;Le Perreux-sur-Marne;ILE-DE-FRANCE;48.84694, 2.509968;48.8423952383, 2.50406848573;48.84694, 2.509968
370073;ESPACE JEAN-MARIE POIRIER (EX-CENTRE CULTUREL);ESPLANADE DU 18 JUIN 1940;;94071;Sucy-en-Brie;ILE-DE-FRANCE;48.757589, 2.557006;48.7656456593, 2.5330560803;48.757589, 2.557006
166051;CINEMA DE  L'YSIEUX;PLACE JEAN MOULIN;;95250;Fosses;ILE-DE-FRANCE;49.099306, 2.524919;49.1000437966, 2.49906495383;49.099306, 2.524919
172043;THEATRE ANDRE MALRAUX;1 BIS RUE GUILLEMETEAU;;93032;Gagny;ILE-DE-FRANCE;48.884043, 2.529952;48.8820763119, 2.5449484757;48.884043, 2.529952
229833;CINE MUNICIPAL YVES MONTAND;36 RUE EUGENE MASSE;;93046;Livry-Gargan;ILE-DE-FRANCE;48.92579, 2.545121;48.9197633213, 2.53486592332;48.92579, 2.545121
292374;UGC CINE CITE 10;CENTRE COMMERCIAL LES ARCADES;;93051;Noisy-le-Grand;ILE-DE-FRANCE;48.840097, 2.547002;48.8361825401, 2.56443736814;48.840097, 2.547002
433972;JACQUES TATI 1;29 BIS AV CHARLES DE GAULLE;;93073;Tremblay-en-France;ILE-DE-FRANCE;48.996038, 2.547173;48.9784304121, 2.55468501543;48.996038, 2.547173
255991;VARIETES 1;20 BD CHAMBLAIN;;77288;Melun;ILE-DE-FRANCE;48.533449, 2.6548;48.5444723553, 2.65795821917;48.533449, 2.6548
254781;MAJESTIC 1;11 PLACE HENRI IV;;77284;Meaux;ILE-DE-FRANCE;48.95945, 2.882959;48.9570625667, 2.90003097245;48.95945, 2.882959
244700;MEGA CGR 1;PLACE HENRI DUNANT;;78361;Mantes-la-Jolie;ILE-DE-FRANCE;48.989669, 1.715985;48.9981665392, 1.69337806821;48.989669, 1.715985
432832;SALLE JEAN RENOIR;PLACE DU 8 MAI 1945;;78621;Trappes;ILE-DE-FRANCE;;48.7750019561, 1.99344014312;48.7750019561, 1.99344014312
59690;LA GRANGE DE LA TREMBLAYE;RUE DU PARC;FERME DE LA TREMBLAYE;78073;Bois-d'Arcy;ILE-DE-FRANCE;48.800013, 2.023763;48.8044185716, 2.01911294303;48.800013, 2.023763
273071;JACQUES BREL;RUE DE LA MARE AUX CARATS;;78423;Montigny-le-Bretonneux;ILE-DE-FRANCE;48.77004, 2.03446;48.779658781, 2.02952194549;48.77004, 2.03446
10992;PANDORA 1;6 ALLEE SIMONE SIGNORET;;78005;Achères;ILE-DE-FRANCE;48.960956, 2.067774;48.9717990892, 2.09003871824;48.960956, 2.067774
91492;CINE THEATRE;8 AVENUE CHARLES DE GAULLE;;78126;La Celle-Saint-Cloud;ILE-DE-FRANCE;48.847416, 2.136047;48.8469487124, 2.13519126228;48.847416, 2.136047
242003;L'ATALANTE;48 RUE DU PRIEURE;;78358;Maisons-Laffitte;ILE-DE-FRANCE;48.946355, 2.147062;48.9523369002, 2.15161594901;48.946355, 2.147062
152884;CINETAMPES;PLACE GEOFFROY ST HILAIRE;;91223;Etampes;ILE-DE-FRANCE;48.434287, 2.157598;48.4211282308, 2.13838881712;48.434287, 2.157598
455770;LE COLOMBIER;PLACE CHARLES DE GAULLE;;92077;Ville-d'Avray;ILE-DE-FRANCE;;48.8215895592, 2.17761311514;48.8215895592, 2.17761311514
172914;CINE GARCHES;86 GRANDE RUE;;92033;Garches;ILE-DE-FRANCE;48.844239, 2.188722;48.8450113548, 2.18665007789;48.844239, 2.188722
299572;SALLE JACQUES TATI (BOUVECHE;14 AVENUE SAINT LAURENT;;91471;Orsay;ILE-DE-FRANCE;48.698781, 2.189727;48.7004093953, 2.18737051177;48.698781, 2.189727
347175;ARIEL HAUTS DE RUEIL 1;59 AVENUE DE FOUILLEUSE;;92063;Rueil-Malmaison;ILE-DE-FRANCE;48.862565, 2.194794;48.8691897371, 2.1773406315;48.862565, 2.194794
284490;LES LUMIERES SALLE 1;49 RUE MAURICE THOREZ;;92050;Nanterre;ILE-DE-FRANCE;48.892601, 2.195729;48.8960701282, 2.20671346353;48.892601, 2.195729
273182;CENTRE PICASSO;RUE GUY DE MAUPASSANT;;95424;Montigny-lès-Cormeilles;ILE-DE-FRANCE;48.997001, 2.200873;48.9938035561, 2.19351793046;48.997001, 2.200873
260904;ESPACE CULTUREL ROBERT-DOISNEAU;16 AV DE LATTRE DE TASSIGNY;;92048;Meudon;ILE-DE-FRANCE;48.7873, 2.23254;48.8037275796, 2.22696287829;48.7873, 2.23254
260903;CENTRE D'ART ET DE CULTURE;15 BOULEVARD DES NATIONS-UNIES;;92048;Meudon;ILE-DE-FRANCE;48.81334, 2.235774;48.8037275796, 2.22696287829;48.81334, 2.235774
66923;PATHE 1;26 RUE LE CORBUSIER;;92012;Boulogne-Billancourt;ILE-DE-FRANCE;48.837649, 2.239534;48.8365843138, 2.23913599058;48.837649, 2.239534
117051;L'HELIOS 1;27 A 39 RUE DU BOURNARD;;92025;Colombes;ILE-DE-FRANCE;48.923159, 2.255372;48.9225179147, 2.24675160629;48.923159, 2.255372
105652;REX 1;364 AVE DE LA DIVISION LECLERC;;92019;Châtenay-Malabry;ILE-DE-FRANCE;48.765842, 2.259825;48.7681690197, 2.26282598525;48.765842, 2.259825
390452;LES TOILES OLYMPIC;PLACE FRANCOIS TRUFFAUT;;95555;Saint-Gratien;ILE-DE-FRANCE;;48.9689724948, 2.28518003438;48.9689724948, 2.28518003438
7491;GAUMONT AQUABOULEVARD 1;8/16 RUE DU COLONEL PIERRE AVIA;;75115;Paris 15me;ILE-DE-FRANCE;48.831112, 2.277018;48.8401554186, 2.29355937244;48.831112, 2.277018
144262;L'ORANGE B;7 RUE JEAN MERMOZ;;95203;Eaubonne;ILE-DE-FRANCE;48.992968, 2.278288;48.9909940165, 2.27800925488;48.992968, 2.278288
26662;L'ALCAZAR 1;1 RUE DE LA STATION;;92004;Asnières-sur-Seine;ILE-DE-FRANCE;48.906327, 2.284046;48.9153530123, 2.2880384663;48.906327, 2.284046
106031;CINEMA;7BIS RUE DE LA MAIRIE;;92020;Châtillon;ILE-DE-FRANCE;48.800675, 2.288049;48.8034091756, 2.28799131883;48.800675, 2.288049
356871;TRIANON;3 BIS RUE MARGUERITE RENAUDIN;;92071;Sceaux;ILE-DE-FRANCE;48.777656, 2.292628;48.776816369, 2.29529414514;48.777656, 2.292628
7394;GAUMONT CONVENTION 2;27 RUE ALAIN CHARTIER;;75115;Paris 15me;ILE-DE-FRANCE;48.837759, 2.296259;48.8401554186, 2.29355937244;48.837759, 2.296259
224413;PATHE 1;28 RUE D'ALSACE;;92044;Levallois-Perret;ILE-DE-FRANCE;48.891726, 2.296363;48.895071672, 2.28688268127;48.891726, 2.296363
12;GEORGE V 1;146 AVENUE DES CHAMPS ELYSEES;;75108;Paris 8me;ILE-DE-FRANCE;48.873073, 2.298394;48.8725272666, 2.31258256042;48.873073, 2.298394
7231;CHAPLIN  SAINT LAMBERT 1;6 RUE PECLET;;75115;Paris 15me;ILE-DE-FRANCE;48.843204, 2.298558;48.8401554186, 2.29355937244;48.843204, 2.298558
73423;JEAN COCTEAU;3 RUE ANATOLE FRANCE;;91103;Brétigny-sur-Orge;ILE-DE-FRANCE;48.608596, 2.303919;48.6025113399, 2.3021623232;48.608596, 2.303919
20931;FRANCOIS TRUFFAUT;10 AV DIVISION LECLERC;;92002;Antony;ILE-DE-FRANCE;48.753029, 2.304782;48.7503412602, 2.2993268102;48.753029, 2.304782
52;GAUMONT CHAMPS ELYSEES AMBASSADE 6;50 AVENUE DES CHAMPS ELYSEES;;75108;Paris 8me;ILE-DE-FRANCE;48.870374, 2.306888;48.8725272666, 2.31258256042;48.870374, 2.306888
169572;MJC LOUISE MICHEL;2 AV DU PARC DES SPORTS;;94034;Fresnes;ILE-DE-FRANCE;48.752796, 2.313077;48.7571343016, 2.32612839743;48.752796, 2.313077
9351;MK2 GRAND PALAIS;COURS LA REINE PORTE C;GRAND PALAIS CHAMPS ELYSEES;75108;Paris 8me;ILE-DE-FRANCE;;48.8725272666, 2.31258256042;48.8725272666, 2.31258256042
111583;FRANCOIS TRUFFAUT - SALLE JULES;2 RUE DE L ECOLE;;91161;Chilly-Mazarin;ILE-DE-FRANCE;48.703333, 2.314917;48.7077663127, 2.3111122334;48.703333, 2.314917
483;ENTREPOT 1;7 ET 9 RUE FRANCIS DE PRESSENSE;;75114;Paris 14me;ILE-DE-FRANCE;48.83393, 2.31652;48.8289932116, 2.32710088326;48.83393, 2.31652
35953;THEATRE VICTOR HUGO;14 AV VICTOR HUGO;;92007;Bagneux;ILE-DE-FRANCE;48.804045, 2.321692;48.7983229866, 2.30989995212;48.804045, 2.321692
481;GAUMONT PARNASSE 1;3 RUE D'ODESSA;;75114;Paris 14me;ILE-DE-FRANCE;48.843074, 2.324424;48.8289932116, 2.32710088326;48.843074, 2.324424
451;UGC MONTPARNASSE 1;83 BD DU MONTPARNASSE;;75106;Paris 6me;ILE-DE-FRANCE;48.84351, 2.325646;48.8489680919, 2.33267089859;48.84351, 2.325646
8132;GAUMONT ALESIA 1;73 AVENUE DU GENERAL LECLERC;;75114;Paris 14me;ILE-DE-FRANCE;48.828166, 2.327463;48.8289932116, 2.32710088326;48.828166, 2.327463
8143;MISTRAL 2;70 AV DU GENERAL LECLERC;;75114;Paris 14me;ILE-DE-FRANCE;48.829473, 2.328009;48.8289932116, 2.32710088326;48.829473, 2.328009
22636;MEGARAMA 1;8 AVENUE SALVADOR ALLENDE;;94003;Arcueil;ILE-DE-FRANCE;48.810228, 2.328168;48.8058803597, 2.33351024984;48.810228, 2.328168
140521;ESPACE ERMITAGE;ALLEE STE THERESE;;95199;Domont;ILE-DE-FRANCE;49.029848, 2.333804;49.0296655684, 2.32290103729;49.029848, 2.333804
321;GAUMONT OPERA PREMIER 1;32 RUE LOUIS LEGRAND;;75102;Paris 2me;ILE-DE-FRANCE;48.870632, 2.334338;48.8679033789, 2.34410716666;48.870632, 2.334338
202;GAUMONT OPERA FRANCAIS 8;38 BD DES ITALIENS;;75109;Paris 9me;ILE-DE-FRANCE;48.871048, 2.334386;48.8768961624, 2.33746024139;48.871048, 2.334386
204;UGC OPERA 1;32 BD DES ITALIENS;;75109;Paris 9me;ILE-DE-FRANCE;48.871332, 2.335302;48.8768961624, 2.33746024139;48.871332, 2.335302
81101;LA PLEIADE;12 AVENUE COUSIN DE MERICOURT;B.P. 9;94016;Cachan;ILE-DE-FRANCE;48.795796, 2.335316;48.7916121646, 2.33153313164;48.795796, 2.335316
202370;0SALLE GEORGES BRASSENS;SALLE GEORGES BRASSENS;;91315;Itteville;ILE-DE-FRANCE;;48.5145241389, 2.34431579636;48.5145241389, 2.34431579636
721;MK2 HAUTEFEUILLE 1;7 RUE HAUTEFEUILLE;;75106;Paris 6me;ILE-DE-FRANCE;48.852188, 2.342788;48.8489680919, 2.33267089859;48.852188, 2.342788
301;MAX LINDER;24 BD POISSONNIERE;;75109;Paris 9me;ILE-DE-FRANCE;48.871363, 2.344886;48.8768961624, 2.33746024139;48.871363, 2.344886
311;GRAND REX;5 BD POISSONNIERE;;75102;Paris 2me;ILE-DE-FRANCE;48.86872, 2.347608;48.8679033789, 2.34410716666;48.86872, 2.347608
8374;LE DESPERADO 1;23 RUE DES ECOLES;;75105;Paris 5me;ILE-DE-FRANCE;48.848384, 2.348973;48.8445086596, 2.34985938556;48.848384, 2.348973
8522;LA CLEF 1;21 RUE CLEF 34 RUE DAUBENTON;;75105;Paris 5me;ILE-DE-FRANCE;48.841154, 2.353269;48.8445086596, 2.34985938556;48.841154, 2.353269
8621;GAUMONT GOBELINS 1;58 AVENUE DES GOBELINS;;75113;Paris 13me;ILE-DE-FRANCE;48.833574, 2.353775;48.8287176845, 2.36246822852;48.833574, 2.353775
456762;CINEMA D'ART ROMAIN ROLLAND;18 RUE EUGENE VARLIN;;94076;Villejuif;ILE-DE-FRANCE;48.793428, 2.363199;48.7928547268, 2.36006103249;48.793428, 2.363199
5841;LA BASTILLE 1;5 RUE DU FAUBOURG ST ANTOINE;;75111;Paris 11me;ILE-DE-FRANCE;48.853157, 2.370719;48.8594154976, 2.37874106024;48.853157, 2.370719
6531;UGC LYON BASTILLE 3;12 RUE DE LYON;;75112;Paris 12me;ILE-DE-FRANCE;48.847502, 2.371855;48.8351562307, 2.41980703497;48.847502, 2.371855
9906;UGC CINE CITE PARIS 19 (1);166 BOULEVARD MAC DONALD;;75119;Paris 19me;ILE-DE-FRANCE;;48.886868623, 2.38469432787;48.886868623, 2.38469432787
202551;LE LUXY 1;77 AV GEORGES GOSNAT;;94041;Ivry-sur-Seine;ILE-DE-FRANCE;48.81362, 2.389338;48.8128063812, 2.38778023612;48.81362, 2.389338
338335;CINOCHE 4 - JEAN-LOUIS BARRAULT;AVENUE DE LA LIBERATION;;91521;Ris-Orangis;ILE-DE-FRANCE;48.651395, 2.414242;48.6451939168, 2.40793631766;48.651395, 2.414242
457983;ESPACE CULTUREL;56BIS AVENUE CARNOT;;94077;Villeneuve-le-Roi;ILE-DE-FRANCE;48.735355, 2.416829;48.7320914576, 2.41037420069;48.735355, 2.416829
338332;CINOCHE 1 - JEANNE MOREAU 1;ALLEE JEAN WIENER;;91521;Ris-Orangis;ILE-DE-FRANCE;48.65291, 2.418053;48.6451939168, 2.40793631766;48.65291, 2.418053
14693;LE POLE CULTUREL;82 RUE MARCEL BOURDARIAS;;94002;Alfortville;ILE-DE-FRANCE;48.807586, 2.422346;48.7960843864, 2.42124593241;48.807586, 2.422346
68114;LE CINEMA;10 AVENUE FRANCIS DE PRESSENSE;;93013;Le Bourget;ILE-DE-FRANCE;48.932361, 2.424858;48.9361847458, 2.42827855593;48.932361, 2.424858
256982;ESPACE CULTUREL J J ROBERT;7 AVENUE DE VILLEROY;;91386;Mennecy;ILE-DE-FRANCE;48.566348, 2.426685;48.5586242184, 2.43753236038;48.566348, 2.426685
154488;MEGA CGR 1;PLACE DE L'AGORA - CE 169;CENTRE COMMERCIAL EVRY 2;91228;Evry;ILE-DE-FRANCE;48.628947, 2.429599;48.6294831659, 2.44008244492;48.628947, 2.429599
241923;THEATRE CLAUDE DEBUSSY 01;116 AVENUE DU GENERAL DE GAULLE;;94046;Maisons-Alfort;ILE-DE-FRANCE;48.801474, 2.430493;48.8063923267, 2.43818248906;48.801474, 2.430493
462304;CINEMA SORANO;1 RUE CHARLES PATHE;;94080;Vincennes;ILE-DE-FRANCE;48.849453, 2.437319;48.8473732045, 2.43798650741;48.849453, 2.437319
341652;LE TRIANON;PL CARNOT ET 1 RUE ETIENNE DOLET;;93063;Romainville;ILE-DE-FRANCE;48.883869, 2.44086;48.8852118968, 2.43767884231;48.883869, 2.44086
720300;UGC CINE CITE 10;CENTRE COMMERCIAL CRETEIL SOLEIL;;94028;Créteil;ILE-DE-FRANCE;;48.7837401836, 2.45463530415;48.7837401836, 2.45463530415
97431;STUDIO 4;66 RUE JEAN JAURES;;94017;Champigny-sur-Marne;ILE-DE-FRANCE;48.814397, 2.508133;48.817254364, 2.51709815257;48.814397, 2.508133
461663;LE CASINO;13 RUE GUILLAUME BUDE;;94079;Villiers-sur-Marne;ILE-DE-FRANCE;48.826124, 2.542402;48.8259586165, 2.54520483293;48.826124, 2.542402
299122;CENTRE CULTUREL;22 AV WLADIMIR D ORMESSON;;94055;Ormesson-sur-Marne;ILE-DE-FRANCE;48.786098, 2.544935;48.7854562744, 2.53924214317;48.786098, 2.544935
264672;LA ROTONDE;PLACE DU 14 JUILLET;;77296;Moissy-Cramayel;ILE-DE-FRANCE;48.628281, 2.589982;48.6285851533, 2.5960231045;48.628281, 2.589982
74662;LES 4 VENTS;80 RUE DU GENERAL LECLERC;CENTRE COMMERCIAL DES 4 VENTS;77053;Brie-Comte-Robert;ILE-DE-FRANCE;48.696652, 2.607228;48.6920490316, 2.6140606052;48.696652, 2.607228
292341;LA FERME DU BUISSON SALLE 1;ALLEE DE LA FERME;NOISIEL;77337;Noisiel;ILE-DE-FRANCE;48.84468, 2.624254;48.8460926469, 2.61997100426;48.84468, 2.624254
439271;LES VARIETES;72 RUE DE CHELLES;;77479;Vaires-sur-Marne;ILE-DE-FRANCE;48.874168, 2.632366;48.8697812117, 2.63565952774;48.874168, 2.632366
341321;LA GRANGE;FERME DE L'AYAU;;77390;Roissy-en-Brie;ILE-DE-FRANCE;48.793178, 2.648662;48.7900855424, 2.66122415764;48.793178, 2.648662
301781;PIERRE BRASSEUR;103 AV DU GENERAL DE GAULLE;;77350;Ozoir-la-Ferrière;ILE-DE-FRANCE;48.762604, 2.664715;48.7635612396, 2.67962508199;48.762604, 2.664715
211844;ESPACE 1;5 RUE DELAMBRE;;77243;Lagny-sur-Marne;ILE-DE-FRANCE;48.879604, 2.706124;48.8730701858, 2.70978081313;48.879604, 2.706124
252712;LES 2 SCENES;PLACE HENRI DUNANT;;78380;Maule;ILE-DE-FRANCE;48.916554, 1.821165;48.9078548612, 1.83959534526;48.916554, 1.821165
28113;PAUL GRIMAULT;1 AV DE LA DIVISION LECLERC;;78029;Aubergenville;ILE-DE-FRANCE;48.9589, 1.855229;48.9626916321, 1.84870251915;48.9589, 1.855229
283043;FREDERIC DARD - CLUB A;77 RUE PAUL DOUMER;;78440;Les Mureaux;ILE-DE-FRANCE;48.993874, 1.910246;48.9888041078, 1.91363448925;48.993874, 1.910246
388971;C 2 L 1;25/27/29 RUE DU VIEUX MARCHE;;78551;Saint-Germain-en-Laye;ILE-DE-FRANCE;48.896605, 2.090977;48.9407041394, 2.09870929375;48.896605, 2.090977
119301;CINEVILLE 1(EX-ATALANTE);5 RUE ARNOULT CRAPOTTE;;78172;Conflans-Sainte-Honorine;ILE-DE-FRANCE;48.994644, 2.09504;49.0001007823, 2.0990719052;48.994644, 2.09504
320532;ROYAL UTOPIA;14 RUE ALEXANDRE PRACHAY;;95500;Pontoise;ILE-DE-FRANCE;49.049188, 2.099047;49.0513737853, 2.09487928948;49.049188, 2.099047
450503;CINEMA JEAN MARAIS;59 BD CARNOT;;78650;Le Vésinet;ILE-DE-FRANCE;48.893988, 2.134326;48.8938640591, 2.13039312004;48.893988, 2.134326
353531;SALLE 1;6 RUE HOCHE;;78586;Sartrouville;ILE-DE-FRANCE;48.937892, 2.159419;48.9396085498, 2.17458686513;48.937892, 2.159419
54692;ECRAN ELUARD 1;162 RUE MAURICE BERTEAUX;;95063;Bezons;ILE-DE-FRANCE;48.931156, 2.207081;48.9259810125, 2.21133387765;48.931156, 2.207081
379671;LES TROIS PIERROTS SALLE 1;6-8 RUE DU MONT VALERIEN;;92064;Saint-Cloud;ILE-DE-FRANCE;48.852362, 2.216385;48.8428741034, 2.20864570316;48.852362, 2.216385
445702;UGC VELIZY 6;CENTRE COMMERCIAL VELIZY II;;78640;Vélizy-Villacoublay;ILE-DE-FRANCE;48.780955, 2.220219;48.783985823, 2.19707485523;48.780955, 2.220219
168193;CINE HENRI LANGLOIS;32 BIS RUE DE LA STATION;;95252;Franconville;ILE-DE-FRANCE;48.988437, 2.232576;48.9884161105, 2.2238932062;48.988437, 2.232576
302485;CINEPAL 1;AVENUE DU 8 MAI 1945;;91477;Palaiseau;ILE-DE-FRANCE;48.71031, 2.243459;48.7146765876, 2.22881488083;48.71031, 2.243459
59604;JEAN RENOIR;RUE DU GENERAL LECLERC;;92009;Bois-Colombes;ILE-DE-FRANCE;48.916548, 2.266897;48.9153368426, 2.26738552597;48.916548, 2.266897
252134;CINEMASSY 1;PLACE DE FRANCE;;91377;Massy;ILE-DE-FRANCE;48.732555, 2.28847;48.7277896426, 2.27513131903;48.732555, 2.28847
175513;CINEMA JEAN VIGO 1;1 RUE PIERRE ET MARIE CURIE;;92036;Gennevilliers;ILE-DE-FRANCE;48.928469, 2.293206;48.9345190548, 2.29384987973;48.928469, 2.293206
35;BALZAC 1;1 RUE BALZAC;;75108;Paris 8me;ILE-DE-FRANCE;48.872925, 2.299878;48.8725272666, 2.31258256042;48.872925, 2.299878
54;GAUMONT CHAMPS ELYSEES MARIGNAN 3;27/33 AVENUE DES CHAMPS ELYSEES;;75108;Paris 8me;ILE-DE-FRANCE;48.869654, 2.306873;48.8725272666, 2.31258256042;48.869654, 2.306873
68212;AUDITORIUM DU CONSERVATOIRE;11 BD CARNOT;;92014;Bourg-la-Reine;ILE-DE-FRANCE;48.778884, 2.317531;48.7799073627, 2.31643010763;48.778884, 2.317531
274702;EDEN 1;5 RUE DE PONTOISE;;95428;Montmorency;ILE-DE-FRANCE;48.988818, 2.318091;48.9918643363, 2.32119797848;48.988818, 2.318091
406812;SALLE A;PLACE MARCEL CARNE;;91570;Saint-Michel-sur-Orge;ILE-DE-FRANCE;48.637713, 2.320768;48.6320496004, 2.31170277845;48.637713, 2.320768
575001;MEGARAMA 1;44 AVENUE DE LA LONGUE BERTRANE;;92078;Villeneuve-la-Garenne;ILE-DE-FRANCE;48.930677, 2.320895;48.9364061917, 2.32448995943;48.930677, 2.320895
386864;LE PERRAY 2;44/46 AV GABRIEL PERI;;91549;Sainte-Geneviève-des-Bois;ILE-DE-FRANCE;48.647712, 2.326708;48.6412523804, 2.33019417891;48.647712, 2.326708
801;MK2 PARNASSE 1;11 RUE JULES CHAPLAIN;;75106;Paris 6me;ILE-DE-FRANCE;48.842813, 2.330525;48.8489680919, 2.33267089859;48.842813, 2.330525
22634;JEAN VILAR 1;1 RUE PAUL SIGNAC;;94003;Arcueil;ILE-DE-FRANCE;48.801352, 2.330702;48.8058803597, 2.33351024984;48.801352, 2.330702
751;SAINT ANDRE  DES ARTS 1;30 RUE ST ANDRE DES ARTS;;75106;Paris 6me;ILE-DE-FRANCE;48.853361, 2.34211;48.8489680919, 2.33267089859;48.853361, 2.34211
8391;LE CINEMA DU PANTHEON;13 RUE VICTOR COUSIN;;75105;Paris 5me;ILE-DE-FRANCE;48.847502, 2.342301;48.8445086596, 2.34985938556;48.847502, 2.342301
8513;REFLET MEDICIS 1;7 RUE CHAMPOLLION;;75105;Paris 5me;ILE-DE-FRANCE;48.849591, 2.342836;48.8445086596, 2.34985938556;48.849591, 2.342836
8514;EPEE DE BOIS 1;100 RUE MOUFFETARD;;75105;Paris 5me;ILE-DE-FRANCE;48.841535, 2.34958;48.8445086596, 2.34985938556;48.841535, 2.34958
9452;LE LOUXOR  SALLE 1 YOUSSEF CHAHINE;170 BOULEVARD DE MAGENTA;;75110;Paris 10me;ILE-DE-FRANCE;48.883487, 2.349853;48.8760285569, 2.36111290456;48.883487, 2.349853
1791;LUMINOR HOTEL DE VILLE 1;20 RUE DU TEMPLE;;75104;Paris 4me;ILE-DE-FRANCE;48.858689, 2.353591;48.854228282, 2.35736193814;48.858689, 2.353591
5852;MAJESTIC BASTILLE 1;4 BD RICHARD LENOIR;;75111;Paris 11me;ILE-DE-FRANCE;48.860238, 2.37214;48.8594154976, 2.37874106024;48.860238, 2.37214
206924;CINEMA AGNES VARDA;37-39 GRANDE RUE;;91326;Juvisy-sur-Orge;ILE-DE-FRANCE;48.688996, 2.376314;48.6918789321, 2.37393682594;48.688996, 2.376314
368403;SALLE PAUL ELUARD;PLACE MARCEL POINTET;;93072;Stains;ILE-DE-FRANCE;48.951678, 2.381372;48.9567775699, 2.3854495629;48.951678, 2.381372
4571;LA GEODE;26 AV CORENTIN CARIOU;;75119;Paris 19me;ILE-DE-FRANCE;48.896314, 2.384409;48.886868623, 2.38469432787;48.896314, 2.384409
28264;STUDIO;2 RUE EDOUARD POISSON;;93001;Aubervilliers;ILE-DE-FRANCE;48.910534, 2.384966;48.9121722626, 2.38445513768;48.910534, 2.384966
6611;UGC CINE CITE BERCY 10;2 COUR SAINT-EMILION;;75112;Paris 12me;ILE-DE-FRANCE;48.833595, 2.38604;48.8351562307, 2.41980703497;48.833595, 2.38604
27573;CINEMA VENTURA;RUE SAMUEL DESBORDES;;91027;Athis-Mons;ILE-DE-FRANCE;48.7102, 2.388137;48.7092445775, 2.38660492325;48.7102, 2.388137
463931;ROBESPIERRE 1;19 AVENUE MAXIMILIEN ROBESPIERRE;;94081;Vitry-sur-Seine;ILE-DE-FRANCE;48.790948, 2.388152;48.7882828307, 2.39412680533;48.790948, 2.388152
37350;CINE TOILE;2 RUE DES COLOMBES;;91045;Ballancourt-sur-Essonne;ILE-DE-FRANCE;48.528643, 2.388787;48.521899752, 2.38788025142;48.528643, 2.388787
179852;CINE THEATRE JACQUES PREVERT;PLACE AIME-CESAIRE;;95277;Gonesse;ILE-DE-FRANCE;;48.9864903049, 2.4569899628;48.9864903049, 2.4569899628
462321;VINCENNES 1;30 AV DE PARIS;;94080;Vincennes;ILE-DE-FRANCE;48.845095, 2.434268;48.8473732045, 2.43798650741;48.845095, 2.434268
204534;SALLE PIERRE ET JACQUES PREVERT;RUE DE PARIS;;94042;Joinville-le-Pont;ILE-DE-FRANCE;48.816711, 2.468136;48.8193683216, 2.47044977809;48.816711, 2.468136
61504;SALLE ANDRE MALRAUX;25 COURS DE LA REPUBLIQUE;;93010;Bondy;ILE-DE-FRANCE;48.901598, 2.480089;48.9023234526, 2.4837276939;48.901598, 2.480089
404603;LE LIDO;70 AV DE LA REPUBLIQUE;;94068;Saint-Maur-des-Fossés;ILE-DE-FRANCE;48.798427, 2.485821;48.7990677797, 2.49386450452;48.798427, 2.485821
291891;ROYAL PALACE 1;165 GRANDE RUE CHARLES DE GAULLE;;94052;Nogent-sur-Marne;ILE-DE-FRANCE;48.838331, 2.489437;48.8366634713, 2.48166741533;48.838331, 2.489437
469245;CINEMA PARADISO;2 RUE MARC SANGNIER;;91691;Yerres;ILE-DE-FRANCE;48.714932, 2.489765;48.7157210712, 2.49273020271;48.714932, 2.489765
